Event.Id,Event.Date,Location,Make,Model,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Broad.phase.of.flight,Aircraft.Category,Number.of.Engines
20030701X00995,2003-06-14,"SILVER CITY, MT",Piper,PA-18,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20030813X01320,2003-06-14,"BUNNELL, FL",Kolb Company,MKIII,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030630X00970,2003-06-15,"Volcano, HI",Mcdonnell Douglas,369D,Turbo Shaft,4.0,0.0,Cruise,Helicopter,1.0
20030808X01292,2003-06-16,"KISSIMMEE, FL",Robinson,R22 BETA,Reciprocating,0.0,0.0,Descent,Helicopter,1.0
20030625X00951,2003-06-17,"Deerfield Beach, FL",Cessna,182Q,Reciprocating,5.0,0.0,Cruise,Airplane,1.0
20030625X00951,2003-06-17,"Deerfield Beach, FL",Cessna,172N,Reciprocating,5.0,0.0,Cruise,Airplane,1.0
20030707X01026,2003-06-18,"MELBOURNE, FL",Cessna,172S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030731X01243,2003-06-19,"WOODLAND, WA",Cessna,177,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030819X01360,2003-06-21,"MANSFIELD, OH",Piper,Saratoga II TC PA32-,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030626X00959,2003-06-21,"Cushing, OK",Cessna,182H,Reciprocating,1.0,2.0,Maneuvering,Airplane,1.0
20030722X01175,2003-06-22,"OVERTON, NV",Cessna,172K,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20030724X01191,2003-06-22,"STOUTSVILLE, OH",William Stevens,RAF2000,Reciprocating,0.0,0.0,Cruise,Gyrocraft,1.0
20030627X00966,2003-06-22,"ROCKVALE, TN",Maule,M-5-235C,Reciprocating,3.0,0.0,Go-around,Airplane,1.0
20030711X01073,2003-06-23,"NEW SMYRNA, FL",Parsons,Trainer,Reciprocating,0.0,0.0,Takeoff,Gyrocraft,1.0
20030912X01530,2003-06-25,"ILIAMNA, AK",De Havilland,DHC-2,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030707X01025,2003-06-26,"PEARISBURG, VA",Air Tractor,402A,Turbo Prop,0.0,0.0,Maneuvering,Airplane,1.0
20030731X01244,2003-06-27,"GOODING, ID",Cessna,P206,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030819X01361,2003-06-27,"NASHUA, NH",Robinson,R22 Beta,Reciprocating,0.0,0.0,Approach,Helicopter,1.0
20030728X01204,2003-06-28,"PRESCOTT, AZ",Robinson,R22 Beta,Reciprocating,0.0,0.0,Approach,Helicopter,1.0
20030728X01206,2003-06-28,"ATLANTIC CITY, NJ",Bellanca,7GCBC,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20030701X00991,2003-06-28,"VEGA, TX",Schweizer,G-164B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030722X01173,2003-06-30,"CHANDLER, AZ",Robinson,R22 Beta,Reciprocating,0.0,0.0,Approach,Helicopter,1.0
20030722X01174,2003-06-30,"ST. JOHNS, AZ",Stinson,108-3,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030805X01269,2003-07-03,"BLOCK ISLAND, RI",Beech,BE36,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030714X01095,2003-07-04,"EAST WENATCHEE, WA",Beech,A36TC,Turbo Prop,1.0,1.0,Cruise,Airplane,1.0
20031107X01872,2003-07-06,"EAST BRADY, PA",Maule,MX-7-235,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030728X01205,2003-07-06,"WAIMEA, HI",Robinson,R22 Beta,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20030714X01104,2003-07-09,"Kotzebue, AK",Cessna,208B,Turbo Prop,0.0,1.0,Cruise,Airplane,1.0
20030814X01334,2003-07-10,"PHOENIX, AZ",Cessna,172S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030731X01238,2003-07-12,"UTICA, OH",Mooney,M20C,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20030811X01304,2003-07-12,"TALKEETNA, AK",Piper,PA-18,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030814X01336,2003-07-13,"LIVERMORE, CA",Maysmike,Pitts S1S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040318X00334,2003-07-15,"HILLSBORO, TX",Diamond Aircraft Industries,DA20-C1 Katana,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030929X01609,2003-07-16,"SUNRIVER, OR",Beech,F90,Turbo Prop,0.0,0.0,Landing,Airplane,2.0
20030929X01612,2003-07-17,"IDAHO FALLS, ID",Cessna,R172K,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20030812X01308,2003-07-17,"TALKEETNA, AK",Piper,PA-18,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030929X01610,2003-07-20,"BURLEY, ID",Wsk Pzl Mielec,PZL-M-18,Turbo Prop,0.0,0.0,Takeoff,Airplane,1.0
20030814X01335,2003-07-20,"LIVERMORE, CA",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030806X01276,2003-07-21,"ANCHORAGE, AK",Cessna,140,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030902X01433,2003-07-22,"Wadsworth, OH",Boeing,757-251,Turbo Fan,0.0,1.0,Climb,Airplane,2.0
20030910X01510,2003-07-25,"PLAINFIELD, CT",Cessna,172P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030911X01515,2003-07-25,"CRYSTAL RIVER, FL",Aircraft Mfg & Dev. Co. (amd),CH2T,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030911X01516,2003-07-25,"OLIVE BRANCH, MS",Cessna,172S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031017X01751,2003-07-25,"Fulton, KY",Aero Commander,100,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030822X01385,2003-07-26,"PAGE, AZ",Lancair,235,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030929X01611,2003-07-27,"SCHAFER, MT",Cessna,170B,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030917X01556,2003-07-30,"JACKSON, NJ",Bell,47G-2A,Reciprocating,0.0,0.0,Takeoff,Helicopter,1.0
20030902X01434,2003-07-30,"TULARE, CA",Texas Helicopter,OH-13E-M74,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20030822X01386,2003-07-31,"ST. JOHNS, AZ",Cessna,180,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030912X01529,2003-07-31,"ANIAK, AK",Taylorcraft,F-19,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030912X01532,2003-08-06,"SEWARD, AK",Piper,PA-18,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030912X01531,2003-08-06,"ILIAMNA, AK",Cessna,185,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030829X01432,2003-08-07,"ORLANDO, FL",Cessna,172S,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030911X01514,2003-08-13,"LA BELLE, FL",Cessna,170B,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031015X01732,2003-08-13,"KETCHIKAN, AK",Cessna,206,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030917X01554,2003-08-16,"GLENS FALLS, NY",Cessna,172RG,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031230X02096,2003-08-18,"SAN ANTONIO, TX",Cessna,210D,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030910X01511,2003-08-18,"SPARREVOHN, AK",Cessna,170B,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031008X01683,2003-08-19,"CLEVELAND, OH",Cessna,172,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031007X01670,2003-08-22,"TUCSON, AZ",Cessna,150C,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20031231X02105,2003-08-22,"SAND SPRINGS, OK",Cessna,195,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030915X01542,2003-08-23,"MARION, OH",Kucklick,Hiperbipe,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030919X01564,2003-08-24,"RIVERSIDE, CA",Cessna,172M,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031007X01674,2003-08-25,"COLUMBIA, CA",Hughes,269C,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20031008X01678,2003-08-25,"PAUMA VALLEY, CA",Piper,PA-28-180,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20031006X01663,2003-08-26,"BEND, OR",Beech,C24R,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20030910X01503,2003-08-30,"OCALA, FL",Cessna,152,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031009X01700,2003-08-30,"JOSHUA TREE, CA",Piper,PA-38-112,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031007X01667,2003-08-30,"Lemont Furnace, PA",Cessna,172E,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031009X01703,2003-08-31,"MARBLE CANYON, AZ",Cessna,182J,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20040525X00661,2003-08-31,"KENNEBUNKPORT, ME",Cessna,C-170,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20030930X01627,2003-08-31,"MURFREESBORO, TN",Piper,PA-28-140,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031009X01701,2003-09-01,"CHINO, CA",Bell,47D1,Reciprocating,0.0,1.0,Landing,Helicopter,1.0
20030910X01507,2003-09-02,"JAMAICA, NY",Mcdonnell Douglas,DC-9-82,Turbo Jet,0.0,0.0,Taxi,Airplane,2.0
20031006X01658,2003-09-02,"MANASSAS, VA",Lancair,IVP,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031017X01759,2003-09-02,"Hebron, KY",Fairchild,Dornier 328-300,Turbo Fan,0.0,1.0,Standing,Airplane,2.0
20030909X01493,2003-09-03,"JAY, FL",Cessna,172P,Reciprocating,0.0,2.0,Maneuvering,Airplane,1.0
20030911X01517,2003-09-03,"DALLAS, TX",Agusta,A109E,Turbo Shaft,0.0,0.0,Takeoff,Helicopter,2.0
20031006X01662,2003-09-05,"COVINGTON, NY",Unknown,Avid Flyer,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031010X01709,2003-09-06,"LONG BEACH, CA",Bell,206B,Turbo Shaft,0.0,0.0,Maneuvering,Helicopter,1.0
20031015X01729,2003-09-06,"KENAI, AK",Maule,M-6-235,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20030916X01546,2003-09-07,"JETERSVILLE, VA",Cessna,150M,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031006X01661,2003-09-07,"FRANKLIN, VA",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031015X01731,2003-09-07,"EAGLE, AK",Piper,PA-18-180,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031010X01710,2003-09-09,"KEKAHA, HI",Hiller,UH12E,Reciprocating,0.0,0.0,Descent,Helicopter,1.0
20031010X01708,2003-09-13,"MOUNTAIN VIEW, CA",Aviat,Pitts S-2C,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20031219X02070,2003-09-13,"KNEELAND, CA",Beech,58,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20031124X01943,2003-09-13,"GREENFIELD, CA",Bell,47G-5,Reciprocating,0.0,0.0,Cruise,Helicopter,1.0
20031021X01789,2003-09-14,"TUCSON, AZ",Cessna,172M,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031010X01711,2003-09-17,"YOUNG, AZ",Cessna,182K,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031008X01676,2003-09-21,"SPENCERPORT, NY",Cessna,182B,Reciprocating,0.0,1.0,Landing,Airplane,1.0
20031021X01787,2003-09-22,"REEDLEY, CA",Cessna,150F,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031023X01805,2003-09-26,"COUNCIL, ID",Cessna,180 H,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031021X01784,2003-09-27,"DUNCANNON, PA",Wells,Pitts S1S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031021X01786,2003-09-27,"QUINCY, CA",Starduster,SA300,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031016X01747,2003-09-28,"BEDFORD, MA",Robinson,R-22A,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20031204X01993,2003-09-28,"GAIL, TX",Hughes,269C,Reciprocating,0.0,0.0,Takeoff,Helicopter,1.0
20031126X01956,2003-09-30,"BASIN CITY, WA",Piper,PA-18-150,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031113X01895,2003-10-03,"METZ, WV",Williams,RV-4,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20031009X01699,2003-10-03,"East Highlands, CA",Lockheed,P2V,Reciprocating,2.0,0.0,Maneuvering,Airplane,4.0
20031105X01861,2003-10-04,"BOSTON, MA",Boeing,737,Turbo Fan,0.0,0.0,Standing,Airplane,2.0
20040121X00078,2003-10-04,"SUSSEX, NJ",Cessna,172P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031120X01928,2003-10-06,"LACONIA, NH",Lake,LA250,Reciprocating,0.0,0.0,Standing,Airplane,1.0
20040408X00435,2003-10-07,"RIDEGWAY, VA",Cessna,140,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031203X01987,2003-10-08,"BARTOW, FL",American General Aircraft,AA-1,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031103X01845,2003-10-09,"LEONARDTOWN, MD",Howard Aircraft Corp.,DGA-15P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031112X01890,2003-10-09,"CASA GRANDE, AZ",Velocity,XL,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031120X01933,2003-10-10,"CLARENCE CENTER, NY",Cessna,182C,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20031112X01889,2003-10-11,"EL CAJON, CA",Avions Max Holste,MH 1521 BROUSSARD,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031215X02035,2003-10-12,"ARCHER, FL",Piper,PA-24-260B,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031222X02079,2003-10-13,"STOCKTON, CA",Cleveland Orson,Starduster II SA-300,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20031203X01985,2003-10-15,"FORT MYERS, FL",William F. Lair,RV-6A,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031029X01824,2003-10-16,"BUCKEYE, AZ",Mayfield,RAF 2000,Reciprocating,0.0,0.0,Landing,Gyrocraft,1.0
20031203X01986,2003-10-19,"EVERGLADES CITY, FL",Piper,PA-32-300,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031114X01908,2003-10-19,"EVERGLADES CITY, FL",Cessna,172N,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031120X01932,2003-10-21,"MELBOURNE, FL",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031114X01909,2003-10-22,"PIERSON, FL",Cessna,152,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20031222X02080,2003-10-22,"MONTAGUE, CA",Cessna,172M,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040319X00349,2003-10-24,"CUSHING, MN",Shapowal,Rotorway Exec 90,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20031028X01817,2003-10-24,"EDGEFIELD, SC",Cessna,U206F,Reciprocating,0.0,1.0,Cruise,Airplane,1.0
20031231X02111,2003-10-25,"PETALUMA, CA",Piper,PA-20,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031120X01929,2003-10-28,"MANSFIELD, MA",Piper,PA-28-140,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031202X01975,2003-11-01,"LAYTONSVILLE, MD",Cessna,182M,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031120X01930,2003-11-01,"FRANKLIN, KY",Piper,PA-22-150,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031205X02000,2003-11-01,"SALEM, NJ",Beech,A23,Reciprocating,0.0,1.0,Takeoff,Airplane,1.0
20031231X02112,2003-11-06,"CHANDLER, CA",R. James Thorne,Nieuport 12,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031113X01899,2003-11-08,"KAPOWSIN, WA",Cessna,182A,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20031202X01979,2003-11-08,"KILBOURNE, OH",Cessna,172K,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031128X01963,2003-11-09,"PHILIPPI, WV",Cessna,172N,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20031202X01978,2003-11-09,"WESTFIELD, MA",Piper,PA-18,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040114X00063,2003-11-09,"WINSLOW, AZ",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031216X02043,2003-11-15,"ORMOND BEACH, FL",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031231X02113,2003-11-18,"CHANDLER, AZ",Robinson,R22,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20031216X02046,2003-11-21,"ORLANDO, FL",Cessna,172S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031204X01994,2003-11-26,"SOUTHERN PINES, NC",Globe,Swift GC1B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040131X00136,2003-11-28,"PARIS, AR",Bell,206L1,Turbo Shaft,0.0,0.0,Takeoff,Helicopter,1.0
20040117X00072,2003-12-03,"MORENCI, AZ",Piper,PA-28R-200,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031216X02041,2003-12-06,"HIGHMORE, SD",Clement-kazmierczak,Sorrell SNS-7,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040131X00135,2003-12-08,"SPRING, TX",Robinson,R22,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20040114X00064,2003-12-09,"SAN DIEGO, CA",Beech,58P,Reciprocating,0.0,0.0,Taxi,Airplane,2.0
20040105X00009,2003-12-09,"E. STROUDSBURG, PA",Beech,BE-55,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20031215X02037,2003-12-09,"Livingston, TX",Piper,PA-28-140,Reciprocating,1.0,1.0,Approach,Airplane,1.0
20040122X00092,2003-12-16,"PRESCOTT, AZ",Piper,PA-18,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20031216X02050,2003-12-16,"MOSINEE, WI",Beech,99,Turbo Prop,0.0,0.0,Landing,Airplane,2.0
20031219X02060,2003-12-16,"OKEECHOBEE, FL",Mbb,BK117A3,Turbo Shaft,0.0,0.0,Maneuvering,Helicopter,2.0
20031231X02108,2003-12-17,"MARATHON, FL",Waco,4MF 5,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040114X00065,2003-12-18,"SAN JOSE, CA",Luscombe,8E,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040122X00085,2003-12-20,"MOREHEAD, KY",Bell,B407,Turbo Shaft,0.0,0.0,Approach,Helicopter,1.0
20040122X00089,2003-12-21,"LOUISVILLE, KY",Piper,PA-30,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20040108X00036,2003-12-27,"Santa Fe, NM",Aerospatiale,AS 365 N-2,Turbo Shaft,0.0,0.0,Taxi,Helicopter,2.0
20040122X00093,2003-12-29,"ANGELS CAMP, CA",Cessna,172N,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040211X00181,2003-12-30,"BEND, OR",Bellanca,8KCAB,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040218X00199,2004-01-03,"FORT LAUDERDALE, FL",Maule,M-7-235B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040117X00071,2004-01-03,"GROVELAND, CA",Piper,PA 28-181,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20040203X00158,2004-01-03,"REDLANDS, CA",Cessna,172F,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20040123X00104,2004-01-03,"HAYFORK, CA",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040203X00160,2004-01-10,"FRESNO, CA",Fleet,2,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040220X00213,2004-01-11,"SAN DIEGO, CA",Cessna,152,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20040123X00100,2004-01-14,"DEER PARK, WA",Cessna,185F,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040206X00169,2004-01-14,"FORT MEADE, FL",Cessna,210L,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040203X00157,2004-01-14,"SCOTTSDALE, AZ",Piper,PA-28-181,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040325X00376,2004-01-15,"POYNOR, TX",Piper,PA-32R,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040120X00075,2004-01-15,"Willow Park, TX",Beech,B36TC,Reciprocating,1.0,0.0,Maneuvering,Airplane,1.0
20040306X00277,2004-01-20,"GRANADA HILLS, CA",Cessna,172P,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20040203X00161,2004-01-20,"MESA, AZ",Eurocopter,AS350 B3,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20040306X00279,2004-01-22,"SAN DIEGO, CA",Beech,B36TC,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00278,2004-01-22,"SHOSHONE, CA",Beech,F33A,Reciprocating,0.0,1.0,Takeoff,Airplane,1.0
20040305X00275,2004-01-23,"VERO BEACH, FL",Robinson,R44,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20040306X00280,2004-01-25,"MINDEN, NV",Piper,PA-28-180C,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040224X00230,2004-01-29,"PLACERVILLE, CA",Piper,PA-28-161,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20040302X00251,2004-02-05,"FREDRICK, MD",Cessna,172R,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040220X00212,2004-02-07,"CUMBERLAND, MD",Cessna,172M,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00286,2004-02-07,"GROVELAND, CA",Bellanca,7ECA,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00282,2004-02-07,"MESA, AZ",Mooney,M20C,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00281,2004-02-07,"FOWLER, CA",Cessna,A185F,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20040319X00350,2004-02-07,"CAHOKIA, IL",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040310X00310,2004-02-09,"GRT. BARRINGTON, MA",Piper,PA-23-250,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20040303X00258,2004-02-11,"SEBRING, FL",American Champion (acac),7GCAA,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00283,2004-02-11,"SALOME, AZ",Bell,47-G3B2,Reciprocating,0.0,0.0,Approach,Helicopter,1.0
20040310X00313,2004-02-11,"WEST OSSIPEE, NH",Piper,PA-20,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040305X00276,2004-02-12,"REXBURG, ID",Piper,PA-28R-201T,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040310X00305,2004-02-12,"EASTON, MD",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00284,2004-02-12,"MESA, AZ",Mcdonnell Douglas,369FF,Turbo Shaft,0.0,0.0,Landing,Helicopter,1.0
20040310X00302,2004-02-13,"PITTSGROVE, NJ",Danbrook,Corbin Jr Ace,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20040310X00303,2004-02-13,"WEST DOVER, VT",Cessna,172,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20040306X00285,2004-02-14,"RIVERSIDE, CA",Cessna,172S,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20040310X00304,2004-02-15,"BATAVIA, NY",Cessna,172E,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040306X00287,2004-02-15,"HONOLULU, HI",Cessna,177A,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040310X00308,2004-02-16,"BATAVIA, OH",Cessna,172R,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040301X00248,2004-02-19,"Madera, CA",Bell,407,Turbo Shaft,0.0,0.0,Maneuvering,Helicopter,1.0
20040525X00652,2004-02-22,"TITUSVILLE, PA",Cessna,182P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040226X00242,2004-02-22,"CLAREMORE, OK",Cessna,182A,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040227X00247,2004-02-23,"LIBERTY, WA",Garlick,UH-1H,Turbo Shaft,0.0,1.0,Maneuvering,Helicopter,1.0
20040312X00318,2004-02-23,"YOUNGSTOWN, OH",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040308X00289,2004-02-28,"RED BLUFF, CA",Cessna,120,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040331X00401,2004-02-28,"GRAPE CREEK, TX",Cessna,T210M,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20040318X00338,2004-02-29,"HORNELL, NY",Bellanca,7ECA,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040330X00389,2004-03-03,"PARKLAND, FL",Aviat,Pitts S2B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040324X00365,2004-03-05,"LONG BEACH, CA",Robinson,R22 Beta,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20040330X00388,2004-03-06,"BAY ST. LOUIS, MS",Beech,V35B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040313X00321,2004-03-06,"SONORA, CA",Cessna,182E,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20040402X00415,2004-03-07,"STEVENSVILLE, MD",Cessna,172S,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040402X00413,2004-03-10,"BARDSTOWN, KY",Diamond Aircraft Industries,DA-40,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040406X00423,2004-03-11,"GILA BEND, AZ",Cessna,C195A,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040406X00424,2004-03-11,"LOS BANOS, CA",Ayres,S-2R,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040325X00370,2004-03-11,"CALIPATRIA, CA",Ayres,S2R-600,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20040407X00425,2004-03-12,"KEYSTONE, FL",Robinson,R22,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20040330X00395,2004-03-12,"HOLLISTER, CA",Jerry Garrison,Christen Eagle II,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040330X00396,2004-03-14,"THERMAL, CA",Cessna,172C,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20040325X00374,2004-03-15,"SPRING HILL, FL",Cessna,182P,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20040330X00400,2004-03-16,"Safford, AZ",Wsk Pzl Mielec,M-18A,Reciprocating,1.0,0.0,Approach,Airplane,1.0
20040408X00432,2004-03-20,"ZELIENOPLE, PA",Cessna,172P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20040421X00490,2004-03-21,"BREMERTON, WA",Menefee,RAF Vari-Eze,Reciprocating,0.0,0.0,Climb,Airplane,1.0
20040421X00487,2004-03-21,"BROOMFIELD, CO",Cessna,T310R,Reciprocating,0.0,0.0,Landing,Airplane,2.0
