Event.Id,Event.Date,Location,Make,Model,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Broad.phase.of.flight,Aircraft.Category,Number.of.Engines
20170710X52551,1979-09-17,"BOSTON, MA",Mcdonnell Douglas,DC9,Turbo Fan,0.0,0.0,Climb,Airplane,2.0
20020909X01562,1982-01-01,"PULLMAN, WA",Cessna,140,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020909X01561,1982-01-01,"EAST HANOVER, NJ",Cessna,401B,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20020917X02148,1982-01-02,"HOMER, LA",Bellanca,17-30A,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02134,1982-01-02,"HEARNE, TX",Cessna,R172K,Reciprocating,1.0,0.0,Takeoff,Airplane,1.0
20020917X02119,1982-01-02,"CHICKASHA, OK",Navion,A,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X02117,1982-01-02,"LITTLE ROCK, AR",Beech,19,Reciprocating,2.0,0.0,Cruise,Airplane,1.0
20020917X01962,1982-01-02,"MIDWAY, UT",Enstrom,280C,Reciprocating,0.0,0.0,Taxi,Helicopter,1.0
20020917X01656,1982-01-02,"SKWENTA, AK",Cessna,180,Reciprocating,3.0,0.0,Unknown,Airplane,1.0
20020917X02481,1982-01-02,"GALETON, PA",Cessna,172,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20020917X02339,1982-01-02,"MIAMI, FL",Smith,WCS-222 (BELL 47G),Reciprocating,0.0,0.0,Cruise,Helicopter,1.0
20020917X01894,1982-01-02,"YPSILANTI, MI",Cessna,152,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01776,1982-01-02,"CHARLOTTE, MI",Cessna,150L,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X01657,1982-01-02,"CHAMBLEE, GA",Bell,206L-1,Turbo Shaft,0.0,0.0,Approach,Helicopter,1.0
20020917X02333,1982-01-03,"VAN NUYS, CA",Piper,PA-24-180,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02255,1982-01-03,"10 NM W LEE VIN, CA",Grumman,AA-5B,Reciprocating,2.0,1.0,Descent,Airplane,1.0
20020917X01905,1982-01-03,"ASHLAND, VA",Cessna,414A,Reciprocating,8.0,0.0,Approach,Airplane,2.0
20020917X01720,1982-01-03,"PINEHURST, NC",Beechcraft,BE-58,Reciprocating,1.0,0.0,Approach,Airplane,2.0
20020917X02483,1982-01-03,"WHITE PLAINS, NY",Maule,M-5-235C,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02340,1982-01-03,"COCOA, FL",Cessna,210L,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20020917X02155,1982-01-03,"SAN CLEMENTINE, CA",Bellanca,7GCBC,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20020917X01992,1982-01-03,"FORT WORTH, TX",Cessna,182,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X01960,1982-01-03,"GREENOUGH, MT",Air Tractor,AT-301,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02618,1982-01-04,"PLEASANT HILL, OR",Piper,PA-28-161,Reciprocating,4.0,0.0,Cruise,Airplane,1.0
20020917X02254,1982-01-04,"NEAR LAS VEGAS, NV",Piper,PA-34-200T,Reciprocating,2.0,0.0,Cruise,Airplane,2.0
20020917X01880,1982-01-04,"FORT WAYNE, IN",Cessna,T337G,Reciprocating,2.0,2.0,Cruise,Airplane,2.0
20020917X01991,1982-01-04,"ESTANCIA, NM",Piper,PA-28R-200,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02410,1982-01-04,SAINT CROIX,Cessna,206,Reciprocating,1.0,0.0,Taxi,Airplane,1.0
20020917X02304,1982-01-05,"RAMONA, CA",Navion,A,Reciprocating,3.0,0.0,Cruise,Airplane,1.0
20020917X02253,1982-01-05,"BLACK CANYON CI, AZ",Piper,PA-22,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X01906,1982-01-05,"ITHACA, NY",Piper,PA-31,Reciprocating,2.0,0.0,Approach,Airplane,2.0
20020917X01764,1982-01-05,"PENSACOLA, FL",Rockwell,114,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X01993,1982-01-05,"LONOKE, AR",Piper,PA-24-250,Reciprocating,0.0,1.0,Descent,Airplane,1.0
20020917X01658,1982-01-05,"GASTONIA, NC",Piper,PA-28R-200,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02156,1982-01-05,"SPRINGERVILLE, AZ",Cessna,TR182,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20020917X01651,1982-01-05,"BETHEL, AK",Cessna,A185F,Reciprocating,0.0,2.0,Takeoff,Airplane,1.0
20020917X02423,1982-01-06,"ROLLA, MO",Cessna,340,Reciprocating,0.0,0.0,Approach,Airplane,2.0
20020917X02157,1982-01-06,"MAMMOTH LAKES, CA",Aerospatiale,SA-316B,Turbo Shaft,0.0,0.0,Taxi,Helicopter,1.0
20020917X01913,1982-01-06,"JACKSON, WY",Beech,35,Reciprocating,0.0,0.0,Climb,Airplane,1.0
20020917X01777,1982-01-06,"PAXTON, IL",Cessna,152,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X01757,1982-01-06,"HILTON HEAD, SC",Mooney,M-20J,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02242,1982-01-06,"NEAR BAKERSFIEL, CA",Boeing,A75,Reciprocating,0.0,1.0,Cruise,Airplane,1.0
20020917X01964,1982-01-07,"HELENA, MT",Cessna,210,Reciprocating,2.0,0.0,Cruise,Airplane,1.0
20020917X01659,1982-01-07,"WESTMINISTER, MD",Beech,V35,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02141,1982-01-07,"LAREDO, TX",Curtis,C46,Reciprocating,0.0,0.0,Standing,Airplane,2.0
20020917X02414,1982-01-08,"ODESSA, FL",Cessna,172M,Reciprocating,1.0,0.0,Approach,Airplane,1.0
20020917X01881,1982-01-08,"NEW PHILADELPHI, OH",Piper,PA-28-140,Reciprocating,1.0,1.0,Approach,Airplane,1.0
20020917X02574,1982-01-08,"PULLMAN, WA",Cessna,TU206G,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02484,1982-01-08,"CUTCHOGUE, NY",Cessna,152,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02431,1982-01-08,"LIBERTY, MO",Piper,PA-24-250,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01779,1982-01-08,"PEORIA, IL",Cessna,152,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01778,1982-01-08,"SANDUSKY, OH",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01717,1982-01-08,"GRANTITEVILLE, SC",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02247,1982-01-09,"CALISTOGA, CA",Schleicher,ASW 20,Unknown,0.0,0.0,Landing,Glider,0.0
20020917X02246,1982-01-09,"NAPA, CA",Cessna,P210N,Reciprocating,0.0,1.0,Landing,Airplane,1.0
20020917X01995,1982-01-09,"FRUIT VALE, TX",Cessna,172,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X01994,1982-01-09,"TOMBALL, TX",Piper,PA-34,Reciprocating,0.0,0.0,Taxi,Airplane,2.0
20020917X02283,1982-01-09,"MOKULEIA, HI",Cessna,305 (L-19),Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01981,1982-01-09,"STEAMBOAT SPRIN, CO",Cessna,182A,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02341,1982-01-10,"OKEECHOBEE, FL",Piper,PA-23-250,Reciprocating,0.0,2.0,Approach,Airplane,2.0
20020917X02158,1982-01-10,"BULLHEAD CITY, AZ",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01882,1982-01-10,"WHEELING, IL",Piper,23-250,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X01719,1982-01-10,"HENDERSON, NC",Mooney,M20G,Reciprocating,1.0,1.0,Cruise,Airplane,1.0
20020917X02305,1982-01-10,"MOJAVE, CA",Cessna,TU206F,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02289,1982-01-10,"UPLAND, CA",Quickie,1,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01623,1982-01-10,"QUINHAGAK, AK",Cessna,U206,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X01985,1982-01-11,"NEAR BOZEMAN, MT",Piper,PA-28-140,Reciprocating,0.0,1.0,Cruise,Airplane,1.0
20020917X01965,1982-01-11,"RIVERTON, WY",Cessna,210N,Reciprocating,4.0,1.0,Takeoff,Airplane,1.0
20020917X01982,1982-01-11,"SAQUACHE, CO",Cessna,180,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01715,1982-01-11,"AUBURN, AL",Cessna,310L,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20020917X01897,1982-01-12,"CHICAGO, IL",Lockheed,L-1011,Turbo Fan,0.0,0.0,Cruise,Airplane,3.0
20020917X01765,1982-01-12,"CLARKSBURG, WV",Embraer,EMB-110P1,Turbo Prop,0.0,0.0,Taxi,Airplane,2.0
20020917X01750,1982-01-12,"ABERDEEN, MS",Cessna,414,Reciprocating,0.0,0.0,Descent,Airplane,2.0
20020917X02111,1982-01-12,"ADDISON, TX",Beech,P35,Reciprocating,0.0,1.0,Descent,Airplane,1.0
20020917X02342,1982-01-13,"MONTICELLO, FL",Grumman,AA5B,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20020917X02120,1982-01-13,"WATONGA, OK",Piper,PA-28R-201T,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X01996,1982-01-13,"HOBBS, NM",Beech,A23-24,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02575,1982-01-13,"SPOKANE, WA",Piper,PA-31-350,Reciprocating,0.0,0.0,Approach,Airplane,2.0
20020917X01966,1982-01-15,"28 MI ENE OGDEN, UT",Cessna,T210N,Reciprocating,3.0,0.0,Climb,Airplane,1.0
20020917X02395,1982-01-15,"MALONE, FL",Cessna,172,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02577,1982-01-15,"S.E. OF MALTA, ID",Hughes,269C,Reciprocating,0.0,0.0,Taxi,Helicopter,1.0
20020917X02576,1982-01-15,"SPOKANE, WA",Cessna,140,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02538,1982-01-15,"JAMAICA, NY",Swearingen,SA 226-TC,Turbo Prop,0.0,1.0,Takeoff,Airplane,2.0
20020917X01780,1982-01-15,"ANOKA, MN",Beech,C-45H,Reciprocating,0.0,0.0,Landing,Airplane,2.0
20020917X01625,1982-01-15,"NEAR NUIQSUT, AK",De Havilland,DHC-2-MK3,Turbo Prop,0.0,0.0,Landing,Airplane,1.0
20020917X02096,1982-01-16,"HOUMA, LA",Bell Helicopter,206L-1,Turbo Shaft,1.0,2.0,Cruise,Helicopter,1.0
20020917X02487,1982-01-16,"SWANTON, VT",Cessna,150M,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20020917X02321,1982-01-17,"DAVIS, CA",Cessna,150M,Reciprocating,1.0,0.0,Takeoff,Airplane,1.0
20020917X02306,1982-01-17,"MOJAVE, CA",Bede Aircraft,BD-5B,Reciprocating,1.0,0.0,Maneuvering,Airplane,1.0
20020917X02294,1982-01-17,"SUNFLOWER, AZ",Cessna,182P,Reciprocating,0.0,0.0,Other,Airplane,1.0
20020917X02159,1982-01-17,"HONOLULU, HI",Convair,440,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X02142,1982-01-17,"PORT MANSFIELD, TX",Piper,PA-31,Reciprocating,1.0,0.0,Approach,Airplane,2.0
20020917X01967,1982-01-17,"DELTA, UT",Piper,PA-31T,Turbo Prop,0.0,0.0,Maneuvering,Airplane,2.0
20020917X01721,1982-01-17,"PICAYUNE, MS",Beech,F50,Reciprocating,2.0,0.0,Takeoff,Airplane,2.0
20020917X01624,1982-01-17,"ANCHORAGE, AK",Cessna,150,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01914,1982-01-17,"CEDAR CITY, UT",Cessna,180E,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20020917X01645,1982-01-17,"TULUKSAK, AK",Cessna,170B,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01660,1982-01-17,"CENTERVILLE, AL",Bell,206B,Turbo Shaft,0.0,0.0,Maneuvering,Helicopter,1.0
20020917X02624,1982-01-18,"ORCHARDS, WA",Beech,C23,Reciprocating,0.0,2.0,Descent,Airplane,1.0
20020917X02257,1982-01-18,"DOWNIEVILLE, CA",Cessna,172M,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X01723,1982-01-18,"BLAIRSVILLE, GA",Piper,PA-28-180,Reciprocating,3.0,0.0,Cruise,Airplane,1.0
20020917X01999,1982-01-18,"S.E. OF HOUMA, LA",Cessna,180K,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01722,1982-01-18,"MADISON COUNTY, AL",Cessna,210L,Reciprocating,4.0,0.0,Approach,Airplane,1.0
20020917X02476,1982-01-19,"CEDAR VALE, KS",Mooney,M20F,Reciprocating,1.0,0.0,Takeoff,Airplane,1.0
20020917X02121,1982-01-19,"STILLWATER, OK",Beech,G35,Reciprocating,2.0,0.0,Maneuvering,Airplane,1.0
20020917X01978,1982-01-19,"WOLF PT., MT",Cessna,177B,Reciprocating,1.0,2.0,Cruise,Airplane,1.0
20020917X01908,1982-01-19,"ROCKPORT, TX",Grumman,AA5A,Reciprocating,3.0,0.0,Approach,Airplane,1.0
20020917X01908,1982-01-19,"ROCKPORT, TX",Swearingen,SA226-T(B),Turbo Prop,3.0,0.0,Approach,Airplane,2.0
20020917X01766,1982-01-19,"WASHINGTON, DC",De Havilland,DHC-6-300,Turbo Prop,0.0,0.0,Descent,Airplane,2.0
20020917X02490,1982-01-19,"SOMERSET, PA",Piper,AEROSTAR 601P,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X02488,1982-01-19,"ENFIELD, NH",Cessna,152,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02425,1982-01-19,"TOPEKA, KS",Cessna,182P,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02424,1982-01-19,"URBANDALE, IA",Cessna,177RG,Reciprocating,0.0,0.0,Climb,Airplane,1.0
20020917X02296,1982-01-19,"KINGMAN, AZ",Beachner,QUICK SILVER,Reciprocating,0.0,0.0,Climb,Airplane,1.0
20020917X02160,1982-01-19,"SANTA MONICA, CA",Cessna,182E,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01997,1982-01-19,"SHREVEPORT, LA",Cessna,150H,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X01806,1982-01-19,"NEAR LANSING, MI",Cessna,340A,Reciprocating,0.0,0.0,Cruise,Airplane,2.0
20020917X01781,1982-01-19,"GRAND RAPIDS, MI",Piper,PA-38-112,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02397,1982-01-19,"MIAMI, FL",Canadair,CL-44D4,Turbo Prop,0.0,0.0,Landing,Airplane,4.0
20020917X01628,1982-01-19,"TUNTUTULIAK, AK",Piper,PA-32,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02334,1982-01-20,"SAN JOSE, CA",Piper,PA-31-350,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X02258,1982-01-20,"CHERRY VALLEY, CA",Beech,58,Reciprocating,2.0,0.0,Cruise,Airplane,2.0
20020917X02256,1982-01-20,"ESCONDIDO, CA",Cessna,182N,Reciprocating,3.0,0.0,Descent,Airplane,1.0
20020917X01751,1982-01-20,"MCCOMB, MS",Piper,PA-23-250,Reciprocating,1.0,0.0,Approach,Airplane,2.0
20020917X02398,1982-01-20,"ORLANDO, FL",Cessna,210,Reciprocating,1.0,0.0,Approach,Airplane,1.0
20020917X01998,1982-01-20,"MIDLAND, TX",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01915,1982-01-20,"BONDURANT, WY",Hughes,269C,Reciprocating,0.0,0.0,Landing,Helicopter,1.0
20020917X02619,1982-01-21,"BOISE, ID",Cessna,P210N,Reciprocating,4.0,0.0,Cruise,Airplane,1.0
20020917X02467,1982-01-21,"NORTH KANSAS CI, MO",Cessna,402A,Reciprocating,1.0,0.0,Approach,Airplane,2.0
20020917X02399,1982-01-21,"15NM W. OPA LOC, FL",Douglas,DC-3,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X02295,1982-01-21,"BAGDAD, AZ",Piper,PA-23-250,Reciprocating,0.0,1.0,Maneuvering,Airplane,2.0
20020917X02260,1982-01-21,"10NM N. OF MCNA, AZ",Piper,PA-28-235,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X01762,1982-01-21,"NEW ALBANY, MS",Grumman,AA-1,Reciprocating,1.0,0.0,Takeoff,Airplane,1.0
20020917X01749,1982-01-21,"MUSCLE SHOALS, AL",Piper,PA-32,Reciprocating,0.0,1.0,Approach,Airplane,1.0
20020917X01626,1982-01-21,"PORT GRAHAM, AK",Cessna,207,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01782,1982-01-21,"SHELL LAKE, WI",Mooney,M-20,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02161,1982-01-21,"DOS PALOS, CA",Air Tractor,301,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02307,1982-01-22,"LANCASTER, CA",Sons Mustang,II,Reciprocating,2.0,0.0,Unknown,Airplane,1.0
20020917X01767,1982-01-22,"LOUISVILLE, KY",Dassault/sud,FALCON 20,Turbo Fan,0.0,0.0,Descent,Airplane,2.0
20020917X02171,1982-01-22,"CARSON CITY, NV",Cessna,172M,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02578,1982-01-22,"NEAR KINGSTON, ID",Sikorsky,S-58J,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20020917X02622,1982-01-23,"LAPINE, OR",Cessna,172,Reciprocating,1.0,1.0,Approach,Airplane,1.0
20020917X02259,1982-01-23,"VICTORVILLE, CA",Mooney,M20C,Reciprocating,2.0,0.0,Unknown,Airplane,1.0
20020917X02000,1982-01-23,"HOBBS, NM",Grumman,G-164A,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01909,1982-01-23,"BOSTON, MA",Mcdonnell Douglas,DC-10-30,Turbo Fan,2.0,4.0,Landing,Airplane,3.0
20020917X01883,1982-01-23,"LONDON, OH",Beech,A23A,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X02426,1982-01-23,"TOPEKA, KS",Piper,PA-32-300,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02400,1982-01-23,"NEWPORT RICHEY, FL",Cessna,150M,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02400,1982-01-23,"NEWPORT RICHEY, FL",Piper,PA-34-200T,Reciprocating,0.0,0.0,Approach,Airplane,2.0
20020917X02259,1982-01-23,"VICTORVILLE, CA",Piper,PA-28-235,Reciprocating,2.0,0.0,Cruise,Airplane,1.0
20020917X02113,1982-01-23,"SAGINAW, TX",Cessna,150H,Reciprocating,0.0,1.0,Landing,Airplane,1.0
20020917X01916,1982-01-23,"36 SW LARAMIE, WY",Bell/textron,206 L-1,Turbo Shaft,0.0,0.0,Landing,Helicopter,1.0
20020917X02162,1982-01-23,"WATSONVILLE, CA",Bell,47G-2,Reciprocating,0.0,0.0,Maneuvering,Helicopter,1.0
20020917X02002,1982-01-23,"HOUSTON, TX",Piper,PA-38-112,Reciprocating,0.0,0.0,Go-around,Airplane,1.0
20020917X01990,1982-01-24,"LAREDO, TX",Robertson,C-402B,Reciprocating,7.0,0.0,Approach,Airplane,2.0
20020917X02563,1982-01-24,"TAUNTON, MA",Cessna,172,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02163,1982-01-24,"FLAGSTAFF, AZ",Cessna,172,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01895,1982-01-24,"WHEELING, IL",Cessna,172RG,Reciprocating,0.0,0.0,Standing,Airplane,1.0
20020917X01661,1982-01-24,"ATHENS, GA",Cessna,177,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20020917X01646,1982-01-25,"BETHEL, AK",Cessna,182M,Reciprocating,2.0,0.0,Cruise,Airplane,1.0
20020917X01652,1982-01-25,"ANCHORAGE, AK",Cessna,152II,Reciprocating,0.0,0.0,Descent,Airplane,1.0
20020917X02123,1982-01-26,"MUSKOGEE, OK",Cessna,A188B,Reciprocating,0.0,1.0,Maneuvering,Airplane,1.0
20020917X02485,1982-01-26,"SUSSEX, NJ",Piper,PA-28-140,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02430,1982-01-26,"LEE'S SUMMIT, MO",Cessna,172N,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20020917X02427,1982-01-26,"ESSEX, MO",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01917,1982-01-26,"HAVRE, MT",Bellanca,7GCBC,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01918,1982-01-26,"10MI. NW WALSEN, CO",Hughes,369D,Turbo Shaft,0.0,0.0,Cruise,Helicopter,1.0
20020917X02261,1982-01-27,"LAGUNITAS, CA",Bell,UH1B,Turbo Shaft,1.0,0.0,Maneuvering,Helicopter,1.0
20020917X02491,1982-01-27,"ANSONIA, CT",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02164,1982-01-27,"LODI, CA",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01925,1982-01-27,"BROOMFIELD, CO",Cessna,172N,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20020917X01783,1982-01-27,"HOFFMAN, MN",Aeronca,7BCM,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01742,1982-01-27,"CHARLOTTESVILLE, VA",Piper,PA-38-112,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02325,1982-01-28,"LOS GATOS, CA",Piper,28-151,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X02579,1982-01-28,"SUNRIVER, OR",Cessna,340A,Reciprocating,0.0,0.0,Takeoff,Airplane,2.0
20020917X02428,1982-01-28,"WENTZVILLE, MO",Cessna,172H,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02165,1982-01-28,"FOWLER, CA",Mooney,M20C,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02001,1982-01-28,"S. OF MORGAN CI, LA",Cessna,A185F,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01662,1982-01-28,"LOUISVILLE, KY",Piper,PA-32-260,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02468,1982-01-29,"5M E. GREENSBUR, KS",Cessna,172N,Reciprocating,1.0,0.0,Cruise,Airplane,1.0
20020917X01768,1982-01-29,"ATLANTA, GA",Beech,B200,Turbo Prop,0.0,0.0,Cruise,Airplane,2.0
20020917X01758,1982-01-29,"DARLINGTON, SC",Cessna,150,Reciprocating,1.0,0.0,Maneuvering,Airplane,1.0
20020917X01919,1982-01-29,"NEAR GILLETE, WY",Cessna,172,Reciprocating,0.0,0.0,Maneuvering,Airplane,1.0
20020917X02335,1982-01-30,"TRUCKEE, CA",Piper,PA-28R-201T,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02166,1982-01-30,"AVALON, CA",Mooney,M20J,Reciprocating,0.0,0.0,Climb,Airplane,1.0
20020917X02313,1982-01-30,"OAKDALE, CA",Cessna,TR182,Reciprocating,1.0,0.0,Takeoff,Airplane,1.0
20020917X02248,1982-01-30,"REDDING, CA",Aeronca,7AC,Reciprocating,0.0,0.0,Taxi,Airplane,1.0
20020917X02168,1982-01-30,"ELKO, NV",Cessna,177B,Reciprocating,0.0,0.0,Cruise,Airplane,1.0
20020917X02167,1982-01-30,"BIG BEAR, CA",Cessna,172,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02003,1982-01-30,"BALD KNOB, AR",Cessna,140,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X01920,1982-01-30,"BRYCE CANYON, UT",Cessna,172,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01664,1982-01-30,"CONYERS, GA",Cessna,182L,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01663,1982-01-30,"CUMBERLAND ISLA, GA",Cessna,172N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02580,1982-01-30,"SINCLAIR ISLAND, WA",Cessna,172P,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02547,1982-01-31,"LAKE PLACID, NY",Piper,PA-22,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02482,1982-01-31,"CALDWELL, NJ",Cessna,150L,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02429,1982-01-31,"MALDEN, MO",Beech,36,Reciprocating,0.0,1.0,Cruise,Airplane,1.0
20020917X02344,1982-01-31,"NEW PORT RICHEY, FL",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02343,1982-01-31,"DELAND, FL",Piper,PA-28-161,Reciprocating,0.0,0.0,Approach,Airplane,1.0
20020917X02169,1982-01-31,"EL CAJON, CA",Cessna,180K,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02005,1982-01-31,"ALBUQUERQUE, NM",Cessna,152,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02004,1982-01-31,"MCKINNEY, TX",Cessna,152,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01921,1982-01-31,"TRINIDAD, CO",Piper,PA-22,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02480,1982-02-01,"GROTON, CT",Beech,99,Turbo Prop,0.0,5.0,Approach,Airplane,2.0
20020917X02413,1982-02-01,"CRYSTAL RIVER, FL",Cessna,172,Reciprocating,0.0,1.0,Takeoff,Airplane,1.0
20020917X02135,1982-02-01,"HITCHCOCK, TX",Aerospatiale,SA-360C,Turbo Shaft,0.0,1.0,Cruise,Helicopter,1.0
20020917X02131,1982-02-01,"PAMPA, TX",Cessna,182,Reciprocating,2.0,0.0,Maneuvering,Airplane,1.0
20020917X02315,1982-02-01,"SONOMA, CA",Bellanca,7ECA,Reciprocating,0.0,0.0,Takeoff,Airplane,1.0
20020917X02170,1982-02-01,"LAS VEGAS, NV",Cessna,TR182,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02006,1982-02-01,"LAS CRUCES, NM",Cessna,P206,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X01784,1982-02-01,"ANDERSON, IN",Grumman,1159,Turbo Jet,0.0,0.0,Landing,Airplane,2.0
20020917X01922,1982-02-01,"ROCK SPRINGS, WY",Piper,PA-32,Reciprocating,0.0,1.0,Cruise,Airplane,1.0
20020917X02539,1982-02-02,"NEWBURGH, NY",Piper,PA-23-250,Reciprocating,1.0,0.0,Approach,Airplane,2.0
20020917X02139,1982-02-02,"JEANERETTE, LA",Cessna,150G,Reciprocating,2.0,0.0,Unknown,Airplane,1.0
20020917X02581,1982-02-02,"MOSES LAKE, WA",Cessna,U206G,Reciprocating,0.0,0.0,Landing,Airplane,1.0
20020917X02007,1982-02-02,"DRYDEN, TX",Cessna,T210N,Reciprocating,0.0,0.0,Landing,Airplane,1.0
